rainfall_mm,rolling_rainfall_24h,rolling_rainfall_72h,soil_moisture_pct,slope_angle_deg,elevation_m,avg_neighbor_risk,landslide_occurred
82.5,165.61,255.07,60.65,13.77,559.16,24.56,0
38.58,153.62,315.4,62.22,50.99,846.06,49.96,1
41.63,46.72,221.01,56.73,38.71,1676.0,55.79,0
66.22,99.57,141.55,31.62,16.77,1405.34,32.76,0
40.79,64.32,216.87,47.67,32.77,786.24,29.81,1
45.44,56.26,205.72,41.33,30.1,1445.39,34.6,0
81.23,233.39,336.36,59.6,44.69,1642.36,54.67,1
95.63,159.31,266.9,54.53,39.28,1305.35,45.21,1
94.03,175.11,261.05,54.48,44.09,617.02,60.55,1
94.62,119.06,155.9,57.45,14.94,150.48,21.35,0
25.85,58.62,93.48,28.82,35.09,1715.56,29.96,0
39.24,80.74,267.94,38.65,6.89,1754.14,29.74,0
71.14,127.04,216.44,47.61,8.24,1510.33,30.7,0
133.15,205.64,274.1,56.77,38.54,299.33,51.17,1
250.92,320.17,431.46,71.21,6.15,1291.18,40.35,0
84.65,119.22,170.46,43.28,32.25,1750.99,19.66,1
109.18,227.27,288.41,66.14,44.5,909.85,44.43,1
23.46,125.86,206.92,58.03,22.86,536.1,35.79,0
107.36,159.16,215.61,39.9,7.11,1295.87,22.44,0
211.9,254.62,359.84,55.23,38.55,1761.3,56.73,1
39.13,71.59,145.37,62.86,48.7,245.3,55.22,0
46.54,102.68,207.48,53.71,38.71,1314.05,29.37,0
118.22,216.95,327.36,60.03,32.19,1404.19,52.97,1
70.54,114.01,259.68,46.7,15.81,1324.62,26.32,1
12.52,38.68,104.54,37.96,5.72,1417.57,18.76,0
48.6,91.33,132.67,48.6,37.65,1381.18,32.21,0
161.98,214.5,471.86,53.42,15.86,404.29,61.92,0
57.01,71.85,233.61,46.7,45.33,608.13,45.76,1
56.97,68.3,91.92,40.55,26.92,1357.04,17.92,0
113.62,140.37,418.6,57.39,29.94,184.5,52.72,1
86.62,204.54,258.97,58.32,40.44,1387.75,46.28,1
54.87,149.84,224.08,60.47,41.63,1447.5,50.89,1
44.31,53.05,90.17,45.2,35.2,616.39,31.47,0
321.67,339.9,424.99,81.63,49.11,1316.36,81.14,1
146.04,217.66,273.85,49.15,51.17,1191.48,50.35,1
94.6,124.28,162.25,39.88,49.5,658.35,41.07,0
98.44,156.82,189.03,57.27,43.74,1052.8,35.59,1
63.59,72.91,121.54,36.04,38.16,1923.77,32.7,0
85.95,128.01,245.1,36.15,36.18,981.88,41.94,0
59.06,97.8,203.56,47.44,9.88,1378.2,23.44,0
36.47,117.82,160.77,35.36,17.76,218.93,23.25,0
88.12,144.04,208.11,52.22,5.27,301.71,13.89,0
55.59,102.04,234.94,40.31,11.46,308.55,17.44,0
91.06,98.16,163.72,37.58,25.64,1667.57,24.66,0
102.03,243.86,407.95,73.79,11.89,833.0,46.86,1
94.12,162.12,403.22,68.51,47.38,593.84,69.52,1
34.21,56.88,105.87,36.58,42.87,1607.28,33.05,0
51.47,97.04,150.08,41.02,8.37,481.42,8.74,0
56.34,86.79,264.57,55.74,16.7,630.66,29.21,0
126.2,161.57,226.44,57.94,43.5,990.32,59.81,1
122.22,216.18,354.24,61.08,42.74,796.3,60.21,1
40.99,59.15,148.28,57.4,49.44,1291.51,45.19,0
25.34,95.38,165.54,33.21,51.88,808.79,51.25,0
257.96,354.65,468.31,78.42,50.88,916.26,77.98,1
91.79,154.22,333.3,57.6,24.28,1832.63,30.34,1
22.58,59.4,209.77,50.02,16.77,1874.84,22.66,0
45.99,67.22,144.09,24.63,40.65,1764.04,30.96,0
129.43,153.4,244.02,53.33,19.07,1836.42,34.44,1
221.56,267.85,406.52,65.86,42.9,1260.97,57.51,1
200.07,243.48,337.28,75.14,30.1,1410.15,49.4,1
89.35,165.65,359.28,74.75,42.31,1236.49,48.28,1
69.49,79.56,94.1,61.37,17.97,1681.9,28.81,0
31.7,124.85,175.59,40.79,28.88,1224.45,29.94,0
73.45,278.13,386.55,73.22,31.51,366.6,53.45,1
35.13,74.78,134.75,37.23,49.33,1728.68,49.27,0
51.83,86.79,269.12,60.32,17.53,1633.14,39.62,1
118.14,155.83,208.82,45.04,49.02,1749.59,47.96,1
58.86,103.93,189.0,44.33,42.83,521.34,46.43,1
56.15,88.93,137.39,51.43,39.35,679.65,47.85,0
67.0,72.22,147.53,49.02,41.98,726.72,40.36,0
280.54,317.57,340.19,70.85,33.45,1140.76,39.75,1
29.04,76.2,107.26,47.87,16.47,411.06,22.59,0
83.41,183.51,417.29,47.36,13.91,901.49,39.34,0
189.54,207.47,288.29,66.9,45.72,505.21,30.27,1
66.86,194.59,258.0,50.85,39.08,666.29,46.5,1
144.41,175.37,212.55,36.68,15.02,1527.46,25.89,0
23.91,43.91,85.56,24.7,33.91,1816.88,36.01,0
60.21,128.22,347.01,41.12,26.03,194.67,35.65,0
38.06,66.13,150.01,48.68,12.46,1253.5,6.68,0
66.38,106.63,254.54,42.61,30.0,220.32,38.44,1
67.34,109.75,116.04,34.6,18.23,316.24,22.68,0
72.1,137.37,192.5,42.78,9.52,1524.91,20.9,0
117.47,156.78,357.91,59.61,26.95,1584.44,43.18,1
8.22,44.21,102.0,43.54,32.74,1737.26,18.74,0
44.5,74.8,114.71,48.11,7.2,1074.77,11.81,0
79.77,140.41,243.31,49.29,23.9,1826.62,29.8,0
13.18,40.03,67.8,35.65,17.11,475.33,23.93,0
102.81,205.18,228.28,48.47,6.44,636.95,24.02,1
43.89,86.67,269.15,57.54,10.91,412.28,24.51,0
61.0,68.55,116.85,36.04,11.53,1705.2,29.48,0
120.75,173.24,287.76,44.94,13.6,595.92,27.59,0
148.39,207.37,430.98,70.06,42.76,453.25,62.44,1
104.77,207.93,290.11,47.13,25.66,1365.07,35.82,0
28.37,50.47,162.72,53.68,11.91,300.31,32.4,1
101.54,120.83,143.71,38.5,9.71,237.56,17.3,0
105.82,172.64,217.93,55.79,19.0,358.1,28.68,0
93.18,185.04,384.51,44.31,42.51,150.47,53.22,1
163.0,184.32,247.99,42.64,22.13,1509.13,33.45,0
73.36,124.44,156.15,38.33,12.52,1246.36,28.82,0
159.25,199.09,307.93,65.82,23.99,559.26,44.26,1
158.67,180.67,347.2,73.48,31.1,604.36,44.92,1
107.68,145.71,203.62,43.79,6.39,1731.39,32.72,1
84.26,171.69,280.68,56.12,34.5,1128.55,48.73,0
93.52,136.44,271.64,59.47,23.57,1512.13,31.01,1
184.19,220.65,291.58,69.04,5.46,1032.87,14.1,1
133.04,197.39,261.86,62.09,36.67,613.55,38.32,1
31.18,124.11,342.99,38.97,38.48,2042.29,52.12,0
89.82,107.46,141.19,49.05,34.56,1253.01,36.1,0
36.58,89.24,176.03,41.84,21.07,405.41,36.72,0
42.93,74.05,148.85,22.76,29.89,941.88,20.34,0
53.3,96.38,170.82,37.4,23.2,792.21,23.22,0
21.96,89.96,220.81,54.98,37.93,567.47,29.9,1
34.76,67.94,181.64,56.28,32.43,1970.21,22.37,1
168.34,207.42,303.02,66.76,8.84,1867.79,23.01,0
42.73,125.28,148.49,53.22,35.23,538.34,35.2,0
117.88,175.82,218.49,53.09,37.3,836.69,44.94,1
77.75,116.13,183.98,39.84,22.42,1636.52,19.67,0
98.79,145.13,229.88,40.13,46.16,556.59,38.46,1
101.44,145.24,343.3,44.22,44.62,1303.55,38.28,1
33.57,40.49,123.88,34.76,13.23,1514.6,18.95,0
117.45,164.39,291.52,47.98,47.5,1425.25,44.51,1
25.97,38.62,115.24,37.22,25.72,1527.5,37.38,0
41.42,132.57,253.63,57.78,39.02,1528.06,45.71,1
100.52,112.87,193.23,53.91,43.26,2031.37,39.08,0
31.85,61.72,99.53,44.6,28.74,825.67,19.58,0
11.89,37.23,149.09,54.94,23.76,1863.25,13.48,0
87.14,201.85,306.99,50.87,48.03,192.52,40.9,1
18.66,107.22,135.6,46.78,15.85,712.0,14.7,0
106.49,109.42,186.04,39.53,17.08,244.88,18.61,1
56.06,97.34,173.49,40.51,22.0,1419.85,18.22,0
86.34,101.3,154.92,56.36,45.39,346.54,41.87,0
85.32,132.39,168.63,41.69,49.12,1799.13,46.24,1
111.44,178.34,270.24,48.48,15.34,1410.85,25.8,1
102.37,152.46,339.56,44.62,45.6,206.19,68.31,1
31.62,101.43,219.54,53.81,17.14,1543.82,12.77,0
58.46,92.37,117.9,54.89,50.62,1830.97,39.68,0
86.28,137.56,316.28,42.86,33.08,1439.19,41.82,1
160.97,229.03,392.92,71.91,5.33,209.52,28.26,0
102.96,131.88,187.79,30.32,6.6,1822.94,12.47,0
152.66,172.4,199.33,47.78,11.93,1578.3,22.05,0
89.2,113.36,170.77,37.48,13.82,887.98,19.29,0
134.46,172.45,232.63,61.21,41.08,790.83,38.96,1
81.75,123.91,152.5,28.37,15.47,1085.65,10.33,0
131.13,184.62,275.62,56.91,50.55,1840.85,38.06,1
54.06,76.18,122.71,38.27,34.9,641.52,27.83,0
172.12,241.58,274.6,43.13,37.55,346.88,39.91,1
95.64,227.96,294.83,58.63,15.24,1836.04,29.68,1
22.1,47.61,231.62,42.32,46.96,201.27,44.68,1
88.13,269.64,401.64,47.97,36.39,1926.44,47.78,1
103.17,247.24,349.68,52.05,45.63,746.2,51.9,1
119.95,162.0,218.11,51.14,49.95,1141.03,39.5,1
208.12,245.22,274.0,53.47,10.91,407.98,39.28,1
48.14,72.0,108.77,28.9,9.54,1909.4,7.48,0
208.95,285.67,413.07,46.0,42.76,1612.18,53.67,1
69.51,113.76,160.0,32.97,45.71,1952.1,33.63,0
39.91,87.77,173.95,39.65,32.44,1482.3,26.58,1
48.89,69.02,172.17,56.49,22.2,510.15,26.43,0
99.37,177.6,201.95,52.96,35.67,751.12,35.73,0
35.6,70.4,149.31,45.23,19.37,1099.35,19.14,0
54.72,70.77,168.81,27.91,16.2,1334.15,20.12,0
86.74,126.28,337.79,63.68,27.94,1956.6,36.34,1
171.33,192.65,277.88,66.02,15.16,898.71,33.15,0
117.84,221.09,344.92,59.27,27.73,1520.99,58.95,1
71.4,214.25,271.13,58.62,49.96,2023.97,43.31,1
99.09,139.5,281.53,61.29,44.47,447.13,50.95,1
81.33,168.23,199.68,48.0,49.26,1832.28,44.89,0
28.02,113.45,218.67,31.74,42.9,970.38,47.49,0
189.25,189.8,277.5,71.61,21.67,1578.22,39.39,1
172.95,197.15,353.97,55.54,43.17,722.4,54.09,1
65.91,111.65,215.04,49.51,48.38,801.27,44.84,1
50.16,79.72,148.64,49.2,49.51,202.91,37.38,0
28.55,51.13,192.79,51.99,37.11,2044.24,30.61,1
103.0,192.35,294.82,56.34,14.93,1736.23,30.3,0
103.41,132.01,171.87,27.31,6.87,333.14,6.73,0
37.93,91.52,163.35,27.83,11.92,2099.04,14.65,0
81.95,166.06,202.51,46.43,50.38,1329.8,54.27,1
115.6,222.94,320.61,65.44,26.72,1814.77,40.86,1
47.74,63.87,168.14,45.19,45.18,279.99,46.86,1
60.48,77.99,271.36,39.2,26.86,909.43,48.22,0
60.08,109.4,180.27,54.47,36.06,1455.82,33.74,0
39.78,44.91,108.68,50.17,6.13,357.55,13.49,0
61.34,79.65,105.78,39.72,16.74,1103.36,15.56,0
18.98,115.04,185.87,47.09,25.5,1013.22,22.74,0
57.95,123.67,189.63,54.86,34.64,571.28,27.38,0
58.57,96.55,180.71,50.19,13.06,735.53,28.13,0
66.46,125.4,190.16,56.48,40.93,2035.88,40.49,1
94.46,163.39,228.22,36.28,22.13,712.86,45.17,0
26.7,37.87,121.87,43.19,43.42,566.18,42.97,1
30.92,59.09,133.33,36.71,9.6,1195.61,9.91,0
39.02,143.9,207.96,57.95,36.95,1458.37,44.49,1
24.45,74.42,138.05,52.14,18.79,1563.93,19.18,0
101.31,153.48,379.94,72.68,42.38,1620.78,63.66,1
46.25,86.75,149.23,41.07,23.9,221.82,21.64,0
67.86,74.84,143.34,41.53,36.27,917.83,24.09,0
36.56,61.71,83.77,32.86,48.91,1659.22,29.26,0
53.74,110.16,252.49,52.91,5.97,1914.46,16.56,0
84.51,113.24,125.61,34.12,5.52,1324.29,6.01,0
87.15,103.84,144.89,51.11,41.2,252.0,31.01,1
31.98,50.82,160.49,56.04,35.38,923.46,40.12,0
65.61,171.93,192.03,38.92,18.77,294.74,40.03,0
37.03,64.48,115.23,28.11,28.24,1609.65,14.94,0
63.98,156.45,233.87,55.91,6.97,273.84,31.83,0
43.5,95.85,169.41,47.76,14.04,512.18,17.31,0
196.43,231.07,280.82,76.47,24.95,963.07,38.82,1
115.19,136.83,261.05,47.84,44.2,1052.16,32.87,1
89.59,156.55,285.23,48.16,27.54,942.64,42.11,0
57.01,141.96,253.53,45.43,32.56,1053.62,22.51,0
117.25,188.77,246.79,44.72,46.07,1540.82,48.66,1
66.89,79.31,166.06,32.94,19.51,870.07,26.22,0
184.56,211.95,265.57,44.7,37.93,1218.11,44.21,1
124.5,154.71,423.66,56.47,45.5,741.57,53.19,1
53.46,58.89,154.58,28.09,14.52,839.57,24.7,0
172.08,230.6,288.84,69.4,21.75,1346.91,37.84,1
57.21,121.79,362.89,52.13,51.05,1106.46,56.17,1
203.26,266.26,329.22,54.76,51.21,1559.92,60.79,1
177.58,233.42,326.91,76.68,15.49,1243.05,33.05,0
84.21,116.58,241.97,48.51,8.12,1716.97,27.25,0
19.62,40.52,95.64,48.12,17.73,1014.65,16.81,0
80.05,112.33,164.85,53.91,23.69,1107.52,28.31,0
29.43,82.08,220.66,54.56,25.73,1456.44,36.58,0
44.46,142.76,268.08,58.38,34.08,581.43,37.37,1
46.91,91.15,216.25,47.78,47.28,902.56,34.71,1
29.23,72.33,177.02,53.47,20.53,1368.44,27.8,0
80.25,86.31,311.47,53.77,44.95,206.31,59.84,1
40.72,95.94,178.11,41.22,9.39,1002.09,21.39,1
59.03,162.14,208.14,64.82,6.97,1317.76,22.34,0
47.2,85.42,119.84,41.55,28.69,2036.38,25.86,0
94.71,130.72,192.58,54.9,7.8,1860.18,25.04,0
90.42,121.1,125.81,25.76,23.45,697.45,22.02,0
55.82,124.39,293.22,46.91,47.15,1139.06,46.65,1
97.7,103.42,204.47,56.28,16.35,260.01,33.99,0
144.83,237.36,283.09,41.67,38.18,619.47,39.9,1
10.17,44.93,189.34,63.9,19.21,1660.97,32.84,0
45.28,101.24,135.6,55.24,7.11,390.46,23.28,0
33.92,106.26,146.9,48.77,31.16,652.5,34.25,0
42.4,61.02,144.9,46.05,44.24,1990.88,27.42,0
8.31,49.34,231.33,44.51,24.25,1756.52,32.11,0
9.74,43.9,144.29,46.14,34.01,1674.56,29.61,0
3.74,18.47,25.63,36.83,47.3,1835.89,26.34,1
48.36,132.85,174.24,53.48,42.12,1611.73,39.48,1
47.38,79.37,125.82,53.35,14.11,385.14,24.06,0
157.44,171.59,261.98,48.92,39.47,1157.29,39.66,1
76.2,119.16,148.04,61.62,28.59,1016.28,26.89,1
96.14,106.68,137.63,28.22,40.06,756.75,32.43,0
350.0,378.74,445.6,54.62,28.24,1776.38,59.68,1
10.21,62.1,177.9,38.83,11.01,1055.07,17.89,0
186.43,195.85,316.6,56.41,31.79,267.58,32.94,1
67.21,132.74,216.59,56.52,28.13,686.18,20.53,0
51.21,95.89,227.84,43.45,29.34,595.81,37.6,0
45.81,118.44,399.23,67.79,46.31,1880.58,51.64,1
86.04,158.12,354.74,50.5,47.06,1412.5,60.19,1
51.52,79.44,136.47,35.81,26.32,1242.73,15.38,0
28.56,57.13,85.02,23.61,26.42,1137.97,17.92,0
47.05,106.02,167.73,48.42,29.21,1417.72,19.46,0
87.63,103.66,145.66,31.47,29.42,1622.01,32.05,0
106.89,123.03,227.24,39.41,49.67,1231.05,52.03,1
197.95,222.71,257.67,63.67,35.52,1979.66,43.35,1
74.06,85.6,160.77,31.08,18.04,2054.83,14.19,0
150.04,164.03,206.05,37.35,29.98,2090.92,27.48,1
60.56,75.01,140.01,50.29,34.48,1455.31,33.06,0
66.35,98.44,176.42,36.31,35.07,1968.61,20.77,0
64.0,94.9,208.69,50.34,32.51,938.74,33.23,0
79.95,160.32,238.6,37.21,13.35,1826.21,38.04,0
118.86,151.41,205.04,43.43,6.58,1922.89,17.89,0
50.01,88.68,213.79,52.55,20.88,1913.07,16.65,0
35.32,161.49,242.43,34.41,25.09,1770.15,28.38,0
124.77,127.86,184.94,54.45,7.9,942.87,13.57,0
119.33,167.62,283.14,65.19,43.3,459.87,64.34,1
164.41,199.21,290.09,37.99,21.17,801.21,47.79,0
44.6,96.55,206.42,59.04,47.94,1646.21,50.09,1
59.07,85.18,236.34,47.77,12.26,604.13,22.34,0
127.67,160.05,196.55,38.57,7.68,1082.63,28.95,0
49.6,144.84,414.74,39.51,27.67,1252.53,38.64,0
104.09,162.48,265.52,48.02,13.89,1327.52,36.86,0
60.74,94.45,129.61,41.26,49.06,1974.66,46.58,1
85.74,107.09,269.61,45.24,5.48,1439.91,22.3,0
28.11,44.08,93.98,51.34,24.39,1683.28,30.8,0
73.42,100.94,299.57,60.98,48.56,1284.66,48.02,1
143.07,179.2,217.38,55.16,23.07,1775.48,20.02,0
112.78,238.64,313.94,66.25,9.38,664.14,36.99,1
33.55,79.28,205.87,58.34,19.24,559.26,26.3,0
188.5,212.13,328.7,49.12,28.41,1956.32,46.51,1
137.76,140.87,238.09,44.16,13.7,1502.29,40.65,0
29.19,49.99,190.91,37.57,26.93,1459.47,24.7,0
47.28,74.83,134.23,45.58,44.31,1061.23,35.5,1
30.52,79.6,225.22,50.69,46.01,884.56,57.06,1
87.3,115.69,167.51,37.27,7.32,1233.6,22.3,0
45.79,175.55,361.89,60.69,12.56,385.1,29.08,0
12.64,46.82,101.75,46.22,17.94,1036.69,10.75,0
66.15,148.4,179.41,49.77,32.96,1037.97,29.01,0
121.73,130.31,248.04,33.28,21.97,1199.76,25.88,1
74.43,113.79,201.98,46.1,44.67,1387.64,43.85,1
98.21,119.21,217.43,42.81,38.68,2016.77,40.14,0
79.18,162.99,227.59,51.8,9.72,1421.73,25.14,0
109.88,139.83,246.69,66.91,34.35,1873.26,32.39,1
83.84,180.89,357.74,60.64,10.31,1234.79,32.45,0
63.71,128.62,223.9,27.67,16.99,1372.51,10.54,0
73.83,100.64,127.29,36.15,13.36,286.18,18.72,0
168.09,183.79,263.26,67.73,13.13,409.86,37.03,1
101.74,123.88,227.42,54.61,33.97,1280.36,26.04,1
33.47,65.88,259.32,41.96,31.49,921.64,42.21,1
73.05,137.66,258.76,43.93,13.27,1707.68,22.48,0
86.3,126.69,173.3,41.29,51.54,1209.2,50.34,1
62.27,135.22,212.42,55.02,24.83,1870.47,32.1,0
12.7,114.84,240.15,61.73,9.56,2046.05,26.99,0
36.19,78.24,186.55,48.18,10.67,437.89,20.91,0
51.62,68.97,181.38,47.9,32.44,919.91,43.7,1
201.67,255.39,286.82,62.68,51.02,1446.71,54.9,1
94.84,234.07,351.07,53.08,31.88,745.7,39.82,1
19.01,94.82,186.53,50.23,49.6,670.71,44.54,1
65.02,115.81,235.82,44.2,25.87,1736.79,30.26,0
152.41,171.87,260.08,67.33,25.48,2061.74,36.1,1
45.32,80.46,153.34,36.33,28.5,1658.92,25.24,0
130.65,139.84,287.64,44.73,37.78,1171.17,38.83,1
19.57,34.39,139.33,37.79,22.28,1012.9,25.41,0
3.2,57.71,93.07,21.79,45.6,1202.31,34.79,0
142.63,149.77,235.35,45.78,6.38,1052.54,29.99,0
49.73,80.86,145.87,38.23,25.67,1130.63,23.02,0
52.6,65.91,125.58,44.42,29.02,546.73,10.98,0
78.7,94.23,201.46,48.43,33.53,1912.3,32.32,0
92.72,135.35,223.96,30.29,17.98,1621.34,14.57,0
5.77,27.93,133.94,42.03,25.09,1477.91,28.43,0
42.72,53.58,189.41,43.62,27.77,2002.35,17.48,0
72.15,98.18,174.36,58.5,37.28,704.57,27.54,0
92.58,103.06,235.65,45.98,41.36,308.26,39.59,0
33.15,126.19,179.96,53.73,39.68,1760.97,49.66,1
60.05,127.17,279.49,41.95,21.05,2096.91,25.01,0
45.21,112.13,169.12,53.31,51.97,1277.94,43.97,1
80.44,100.79,139.8,54.93,44.89,264.68,42.06,1
139.51,195.33,294.8,71.0,17.22,1671.91,44.32,1
54.67,102.06,179.98,34.09,14.17,293.81,28.22,0
22.71,44.45,128.14,38.18,19.76,1203.03,30.22,0
41.0,79.46,115.14,47.5,26.26,691.19,31.31,0
187.37,196.09,233.14,41.31,44.99,1934.3,34.81,1
36.3,52.39,116.33,31.31,41.58,1030.1,36.55,0
26.73,64.37,183.86,57.11,45.01,1902.0,47.58,1
52.32,79.62,145.32,40.43,17.78,733.21,13.92,0
65.03,117.36,154.93,59.37,32.89,905.36,26.72,0
47.27,69.51,222.22,32.11,18.31,1996.88,21.23,0
19.67,50.35,86.95,39.77,10.12,542.56,18.78,0
85.61,125.72,211.03,51.92,37.16,1278.08,37.57,0
80.49,101.15,221.08,42.03,11.72,907.6,21.05,0
107.35,137.61,198.95,67.0,36.38,1659.63,26.5,1
79.31,126.45,246.21,36.75,35.45,402.13,39.2,1
178.1,289.04,472.25,80.01,43.08,1002.57,56.73,1
112.63,133.4,250.43,58.45,11.56,1512.92,27.66,1
98.78,126.19,202.53,42.02,41.82,943.68,31.14,1
142.65,217.94,301.94,61.4,51.97,264.14,55.25,1
76.16,164.46,180.43,45.72,45.0,1524.97,37.02,0
60.94,120.59,176.84,54.3,40.34,1131.24,27.47,0
84.98,171.76,188.55,39.55,36.12,172.05,25.2,1
12.06,31.8,76.25,42.81,24.82,1344.68,11.2,0
76.32,157.55,237.58,50.88,39.33,1943.77,39.77,0
64.98,133.76,229.54,31.17,39.04,366.5,41.61,0
91.04,106.37,214.25,58.67,34.68,1301.81,39.04,1
130.89,161.94,377.89,55.91,42.43,1570.9,56.26,1
100.61,104.83,133.28,41.81,26.09,288.01,19.58,0
41.08,85.7,128.95,29.04,10.7,194.1,24.56,0
117.94,198.17,291.65,38.15,31.28,1055.18,37.1,1
179.66,205.92,331.85,52.83,17.46,1692.81,38.96,1
132.98,150.03,201.92,56.44,23.07,463.4,27.67,0
24.52,40.5,129.33,36.3,5.82,1781.44,16.2,0
99.94,139.59,236.92,44.67,22.99,1430.33,29.85,1
27.74,87.02,280.66,47.35,43.01,797.74,50.01,1
56.83,169.33,200.79,43.39,30.51,1155.86,33.3,0
89.32,93.08,199.06,48.36,5.46,2032.87,24.72,0
81.87,185.37,313.51,47.85,27.08,572.05,33.21,0
131.39,177.81,290.19,58.96,18.7,1124.09,18.82,1
180.19,257.84,419.8,72.73,27.44,1367.75,40.16,1
95.14,161.15,198.82,56.32,24.02,419.13,37.88,1
53.8,95.33,109.3,30.16,48.8,234.87,36.24,0
12.68,53.03,209.73,33.79,6.94,176.25,20.63,0
151.81,205.23,268.4,70.04,37.13,783.15,33.98,1
65.21,98.21,174.71,52.93,45.0,294.2,40.63,0
67.58,102.7,185.27,31.37,50.08,1717.35,35.76,1
71.3,132.63,219.03,52.01,13.35,2094.77,17.43,0
92.36,113.06,248.74,57.23,29.97,269.54,33.42,1
94.11,176.82,280.71,57.17,7.05,993.82,28.84,0
57.48,135.57,165.78,59.09,28.46,200.18,33.92,0
64.77,92.3,167.86,33.68,10.9,411.28,23.76,0
44.64,106.4,202.55,40.45,44.38,779.7,29.12,0
41.06,97.4,207.07,32.94,10.35,917.71,21.69,0
40.91,66.12,138.7,41.26,29.12,1982.58,26.3,0
64.25,129.23,185.13,21.81,29.49,921.88,19.32,0
35.09,143.61,283.63,60.03,50.67,1117.74,51.8,1
2.77,87.39,149.64,45.81,35.78,628.89,30.69,1
53.13,63.86,180.06,51.98,18.53,150.24,28.71,0
25.85,83.59,217.69,37.7,16.32,1903.7,26.77,0
74.62,150.21,243.12,45.88,11.03,309.34,20.46,1
44.51,68.36,120.08,31.93,40.56,2030.29,40.75,0
93.1,175.82,280.12,45.82,37.47,405.15,25.72,1
27.94,49.53,117.19,46.46,33.66,1329.51,28.47,0
15.22,47.95,309.1,57.23,6.92,2098.85,13.23,0
64.88,87.22,216.91,44.97,40.85,420.01,33.48,1
51.53,70.8,197.81,32.02,35.17,976.69,40.14,0
23.96,77.31,229.89,30.35,50.3,1671.83,37.23,0
112.69,124.44,141.93,51.97,32.6,212.77,18.81,0
32.03,66.21,141.92,39.56,19.29,1495.08,41.27,0
39.59,92.96,240.74,48.56,22.93,306.73,20.94,0
126.17,148.77,204.68,53.99,13.26,611.21,36.51,1
96.57,189.01,215.57,41.96,38.98,462.15,38.18,0
29.26,65.62,152.99,22.91,38.26,1919.31,30.23,1
54.89,174.88,218.88,57.0,14.43,501.89,29.61,0
26.86,37.3,85.1,48.61,12.45,228.85,24.54,0
120.52,175.41,247.78,44.75,8.62,1295.87,14.59,0
120.47,167.75,202.51,41.92,47.86,825.05,39.82,1
196.15,226.09,295.99,39.51,15.95,941.13,38.55,0
241.9,283.62,377.49,59.37,21.18,382.17,43.32,1
44.12,104.92,333.88,36.81,18.18,1609.06,44.77,1
108.61,177.63,236.71,40.12,24.44,1323.03,36.54,0
13.08,50.37,123.73,33.41,38.56,860.22,46.88,0
78.43,133.82,247.38,40.26,45.92,484.57,47.53,1
91.37,111.98,176.78,36.49,13.58,1307.23,23.18,0
33.45,103.39,156.98,52.88,37.26,1668.26,36.7,0
42.08,146.75,295.6,47.4,21.57,759.17,33.97,0
120.98,194.64,381.58,73.68,51.08,200.43,66.05,1
92.83,115.21,179.49,42.26,19.05,567.97,26.79,0
181.24,199.05,251.75,57.95,5.34,1480.68,28.39,1
168.68,338.84,386.43,59.99,29.24,2078.74,54.08,1
16.91,117.02,232.9,42.58,12.08,176.08,28.15,0
47.45,116.64,278.34,29.45,7.09,747.0,29.14,0
30.7,139.96,241.49,28.55,37.82,270.94,32.72,0
111.48,152.18,270.46,67.47,39.42,766.88,39.53,1
83.58,151.89,294.54,49.41,26.65,941.53,44.83,0
32.44,124.23,314.03,59.9,36.81,1945.68,57.03,1
36.61,69.58,173.19,41.21,30.3,307.09,15.64,0
146.42,204.13,266.61,49.62,34.6,1665.41,36.21,1
51.45,136.51,259.37,46.94,33.05,921.29,39.47,1
10.99,27.67,179.67,51.01,36.29,1731.96,28.22,0
30.14,60.54,129.12,39.63,14.38,1151.13,11.73,0
203.96,287.73,304.66,69.03,17.63,226.6,37.23,1
128.44,176.66,238.07,39.39,25.68,1995.1,45.91,0
25.43,69.05,103.59,38.43,25.97,311.33,7.1,0
78.4,118.23,128.47,27.73,41.4,1315.48,33.11,0
123.56,213.25,276.64,41.26,22.27,1861.45,37.81,1
16.7,35.07,111.61,41.73,12.64,305.55,22.2,0
132.11,160.87,268.33,53.61,16.82,1230.09,32.77,1
92.27,103.92,221.48,40.34,15.09,1757.37,39.76,0
40.22,72.39,138.37,23.36,39.39,2073.33,34.24,0
101.81,148.31,259.74,49.1,27.11,1562.44,46.24,1
84.35,90.43,196.87,45.8,38.31,692.75,32.58,1
88.13,109.03,214.44,36.3,24.56,1514.16,31.28,0
76.55,124.72,174.08,37.06,46.82,1526.25,31.44,0
35.56,92.62,216.47,29.74,51.23,1514.93,54.18,1
40.91,166.6,257.22,74.22,36.48,1815.81,40.22,1
58.71,121.92,199.73,49.6,45.6,320.39,45.2,0
71.52,107.7,159.99,48.05,28.87,361.42,26.82,0
105.64,151.21,216.11,61.31,48.93,1399.2,50.26,1
206.86,253.6,387.97,61.85,44.08,2010.07,58.73,1
80.82,109.61,220.74,32.22,51.61,1058.39,39.57,1
104.46,154.15,209.88,37.24,34.29,2023.1,28.82,1
119.69,147.35,234.86,66.44,41.62,1979.27,42.37,1
109.15,160.67,268.99,62.28,30.51,1910.67,43.76,1
34.51,74.31,132.51,55.74,17.18,1924.21,35.15,0
154.78,189.72,312.37,64.24,21.67,1901.72,38.86,1
